Invoice_Text,Category
Mobile phone sale bill Rs 139142,B2C
GST payment for current month Rs 270496,GST Payment
Export GST refund Rs 216359,GST Refund
GST deposited through bank Rs 104267,GST Payment
Credit note for cancelled order Rs 227796,Credit Note
Input GST refund Rs 422177,GST Refund
Industrial equipment imported from UK Rs 424907,Import
Corporate software license for XYZ Industries Rs 265484,B2B
Import electronics from South Korea Rs 171236,Import
Credit note issued against damaged goods Rs 76485,Credit Note
GST deposited through bank Rs 458065,GST Payment
Sales return credit note Rs 167016,Credit Note
Walk-in customer invoice Rs 296050,B2C
Consumer electronics invoice Rs 57226,B2C
Walk-in customer invoice Rs 128181,B2C
Debit note for transport expenses Rs 184532,Debit Note
Hospital treatment charges Rs 338653,Exempt Supply
Customer return credit note Rs 454313,Credit Note
Sales return credit note Rs 243291,Credit Note
GST deposited through bank Rs 179607,GST Payment
Export GST refund Rs 428546,GST Refund
GTA transport service Rs 407852,Reverse Charge
Debit note for transport expenses Rs 423534,Debit Note
Industrial equipment imported from Canada Rs 111595,Import
Raw material imported from China Rs 155099,Import
Mobile phone sale bill Rs 103190,B2C
Agricultural produce sale Rs 371728,Exempt Supply
GST payment challan Rs 86237,GST Payment
Wholesale supply to Tech Mahindra Rs 96083,B2B
Healthcare exempt supply Rs 1154,Exempt Supply
Wholesale supply to HCL Rs 76663,B2B
Monthly GST tax payment Rs 451470,GST Payment
Monthly GST tax payment Rs 255798,GST Payment
Customer return credit note Rs 99622,Credit Note
GST refund from department Rs 137251,GST Refund
Hardware purchase from Canada Rs 448254,Import
GST liability payment Rs 156866,GST Payment
Retail customer purchase bill Rs 203151,B2C
Debit note raised for additional tax Rs 330214,Debit Note
Refund received under GST Rs 414866,GST Refund
Debit note for transport expenses Rs 6573,Debit Note
Advocate service payment Rs 244927,Reverse Charge
GST payment for current month Rs 67309,GST Payment
Customer return credit note Rs 58038,Credit Note
Educational service invoice Rs 221531,Exempt Supply
Director remuneration Rs 67278,Reverse Charge
Credit note for cancelled order Rs 91248,Credit Note
GST refund from department Rs 154159,GST Refund
Credit note issued against damaged goods Rs 23029,Credit Note
Legal service under reverse charge Rs 304767,Reverse Charge
Retail customer purchase bill Rs 347778,B2C
Consulting invoice to Australia Rs 151315,Export
Healthcare exempt supply Rs 281828,Exempt Supply
Agricultural produce sale Rs 483336,Exempt Supply
IT support service to Canada Rs 280493,Export
Consulting invoice to USA Rs 483479,Export
Debit note against shortage Rs 88416,Debit Note
GST invoice raised on Amazon Rs 229492,B2B
Hardware purchase from UK Rs 200884,Import
GST invoice raised on Deloitte Rs 314299,B2B
Supplier debit adjustment Rs 240567,Debit Note
GST invoice raised on Tata Steel Rs 4722,B2B
Director remuneration Rs 97229,Reverse Charge
Reverse charge professional service Rs 193339,Reverse Charge
Advocate service payment Rs 45521,Reverse Charge
Supply of goods to Wipro Rs 486451,B2B
Credit note issued against damaged goods Rs 67118,Credit Note
Invoice to TCS Rs 83964,B2B
Consumer electronics invoice Rs 58893,B2C
Consulting invoice to USA Rs 415343,Export
Debit note for transport expenses Rs 446772,Debit Note
Legal service under reverse charge Rs 180455,Reverse Charge
Legal service under reverse charge Rs 339199,Reverse Charge
Export GST refund Rs 331085,GST Refund
Debit note for freight charges Rs 65348,Debit Note
Cash sale invoice Rs 102810,B2C
GST invoice raised on Accenture Rs 24028,B2B
Customer return credit note Rs 306660,Credit Note
Agricultural produce sale Rs 158800,Exempt Supply
Refund received under GST Rs 1647,GST Refund
Advocate service payment Rs 266289,Reverse Charge
GST liability payment Rs 41010,GST Payment
Customer return credit note Rs 55198,Credit Note
Debit note for freight charges Rs 170468,Debit Note
Advocate service payment Rs 88730,Reverse Charge
GST refund from department Rs 99564,GST Refund
Monthly GST tax payment Rs 226731,GST Payment
Credit adjustment invoice Rs 291155,Credit Note
Invoice to Flipkart Rs 391306,B2B
Corporate software license for Infosys Rs 351397,B2B
Agricultural produce sale Rs 490553,Exempt Supply
Refund received under GST Rs 79722,GST Refund
GST invoice raised on TCS Rs 494195,B2B
Refund received under GST Rs 41928,GST Refund
Advocate service payment Rs 338129,Reverse Charge
Hardware purchase from Australia Rs 410551,Import
Export of garments to Germany Rs 250678,Export
GST payment for current month Rs 438715,GST Payment
Debit note against shortage Rs 77612,Debit Note
Debit note raised for additional tax Rs 335790,Debit Note
Hospital treatment charges Rs 316145,Exempt Supply
Industrial equipment imported from Singapore Rs 472195,Import
Export GST refund Rs 31921,GST Refund
Hardware purchase from Japan Rs 427645,Import
Healthcare exempt supply Rs 377153,Exempt Supply
GTA transport service Rs 483858,Reverse Charge
Refund received under GST Rs 135889,GST Refund
Raw material imported from UK Rs 292025,Import
Customer return credit note Rs 259447,Credit Note
Import electronics from Canada Rs 71214,Import
Walk-in customer invoice Rs 206604,B2C
Credit note for cancelled order Rs 64589,Credit Note
Advocate service payment Rs 495767,Reverse Charge
Supply of goods to TCS Rs 448926,B2B
Corporate software license for Amazon Rs 447729,B2B
GTA transport service Rs 278713,Reverse Charge
Advocate service payment Rs 409213,Reverse Charge
Invoice to Reliance Rs 441432,B2B
School tuition fees Rs 141559,Exempt Supply
School tuition fees Rs 473441,Exempt Supply
Supplier debit adjustment Rs 499751,Debit Note
GST payment for current month Rs 194579,GST Payment
School tuition fees Rs 443506,Exempt Supply
Sales return credit note Rs 199505,Credit Note
Credit adjustment invoice Rs 13662,Credit Note
Consumer electronics invoice Rs 406138,B2C
Consulting invoice to South Korea Rs 329510,Export
Input GST refund Rs 403042,GST Refund
Walk-in customer invoice Rs 426019,B2C
Credit note issued against damaged goods Rs 433940,Credit Note
Credit adjustment invoice Rs 422084,Credit Note
Debit note against shortage Rs 281726,Debit Note
Legal service under reverse charge Rs 132255,Reverse Charge
IT support service to South Korea Rs 372078,Export
Walk-in customer invoice Rs 359256,B2C
Supplier debit adjustment Rs 399153,Debit Note
Debit note raised for additional tax Rs 230926,Debit Note
GST payment for current month Rs 37534,GST Payment
Raw material imported from Japan Rs 159076,Import
Agricultural produce sale Rs 200142,Exempt Supply
Credit adjustment invoice Rs 188940,Credit Note
Debit note against shortage Rs 444954,Debit Note
Refund received under GST Rs 324495,GST Refund
Sales return credit note Rs 6362,Credit Note
Retail customer purchase bill Rs 386465,B2C
Agricultural produce sale Rs 480409,Exempt Supply
GST refund received Rs 494784,GST Refund
Corporate software license for Tata Steel Rs 186879,B2B
GST invoice raised on Google Rs 403223,B2B
Reverse charge professional service Rs 494755,Reverse Charge
Debit note raised for additional tax Rs 221842,Debit Note
Walk-in customer invoice Rs 296237,B2C
Export software service to Australia Rs 198062,Export
Export software service to Japan Rs 106115,Export
Credit adjustment invoice Rs 151077,Credit Note
Raw material imported from France Rs 497413,Import
Industrial equipment imported from Australia Rs 157148,Import
Import electronics from China Rs 442234,Import
Healthcare exempt supply Rs 33079,Exempt Supply
Corporate software license for Tata Steel Rs 127015,B2B
Customer return credit note Rs 110963,Credit Note
Consumer electronics invoice Rs 69467,B2C
School tuition fees Rs 133392,Exempt Supply
Debit note for freight charges Rs 225723,Debit Note
Export software service to France Rs 431682,Export
Debit note against shortage Rs 414194,Debit Note
Educational service invoice Rs 197388,Exempt Supply
Credit note for cancelled order Rs 119672,Credit Note
Retail customer purchase bill Rs 59329,B2C
Supply of goods to Deloitte Rs 321402,B2B
Reverse charge professional service Rs 43144,Reverse Charge
IT support service to South Korea Rs 345069,Export
Hardware purchase from Germany Rs 394495,Import
Reverse charge professional service Rs 384927,Reverse Charge
Retail customer purchase bill Rs 63714,B2C
Sales return credit note Rs 208014,Credit Note
Retail customer purchase bill Rs 466124,B2C
Credit adjustment invoice Rs 292936,Credit Note
Import electronics from Singapore Rs 340962,Import
Debit note for transport expenses Rs 269126,Debit Note
Legal service under reverse charge Rs 5118,Reverse Charge
GST payment for current month Rs 373745,GST Payment
GST liability payment Rs 246895,GST Payment
Healthcare exempt supply Rs 100455,Exempt Supply
GST payment for current month Rs 257523,GST Payment
Hardware purchase from USA Rs 293087,Import
Corporate software license for Flipkart Rs 385425,B2B
Credit adjustment invoice Rs 488736,Credit Note
Export GST refund Rs 9979,GST Refund
GST refund received Rs 385850,GST Refund
Walk-in customer invoice Rs 382931,B2C
Mobile phone sale bill Rs 207872,B2C
Wholesale supply to ABC Pvt Ltd Rs 13219,B2B
GST refund from department Rs 445542,GST Refund
Raw material imported from Japan Rs 499708,Import
Debit note for freight charges Rs 108989,Debit Note
Advocate service payment Rs 436278,Reverse Charge
Debit note for transport expenses Rs 341064,Debit Note
Debit note for freight charges Rs 363524,Debit Note
Import electronics from Germany Rs 353758,Import
International client invoice UK Rs 25414,Export
Raw material imported from China Rs 276862,Import
Supplier debit adjustment Rs 46351,Debit Note
GST refund received Rs 157263,GST Refund
Wholesale supply to Tata Steel Rs 368306,B2B
Monthly GST tax payment Rs 230450,GST Payment
GST liability payment Rs 379953,GST Payment
Export software service to USA Rs 393646,Export
Hardware purchase from France Rs 313322,Import
GTA transport service Rs 167844,Reverse Charge
Corporate software license for Infosys Rs 460666,B2B
GST liability payment Rs 258608,GST Payment
School tuition fees Rs 269365,Exempt Supply
Healthcare exempt supply Rs 386711,Exempt Supply
GST payment challan Rs 197064,GST Payment
GST liability payment Rs 257828,GST Payment
Refund received under GST Rs 348265,GST Refund
Export GST refund Rs 231680,GST Refund
Import machinery from South Korea Rs 287536,Import
Refund received under GST Rs 221265,GST Refund
GTA transport service Rs 26007,Reverse Charge
IT support service to Japan Rs 63729,Export
Export GST refund Rs 122479,GST Refund
GST payment for current month Rs 6868,GST Payment
GST deposited through bank Rs 229726,GST Payment
Advocate service payment Rs 132135,Reverse Charge
Agricultural produce sale Rs 199018,Exempt Supply
Supplier debit adjustment Rs 468771,Debit Note
Export software service to South Korea Rs 323691,Export
Cash sale invoice Rs 459119,B2C
Supply of goods to Infosys Rs 291741,B2B
Cash sale invoice Rs 487100,B2C
GST deposited through bank Rs 353973,GST Payment
Monthly GST tax payment Rs 228625,GST Payment
Invoice to Microsoft Rs 214930,B2B
Consulting invoice to Germany Rs 457179,Export
Debit note for freight charges Rs 346976,Debit Note
GST payment challan Rs 410857,GST Payment
GST refund from department Rs 215880,GST Refund
Export software service to Singapore Rs 113218,Export
Supply of goods to Tata Steel Rs 108592,B2B
Debit note raised for additional tax Rs 107311,Debit Note
Import machinery from France Rs 265599,Import
Import electronics from France Rs 308029,Import
School tuition fees Rs 484151,Exempt Supply
Cash sale invoice Rs 98537,B2C
Industrial equipment imported from UK Rs 78999,Import
Sales return credit note Rs 215940,Credit Note
Customer return credit note Rs 340864,Credit Note
Supply of goods to Infosys Rs 42471,B2B
Debit note against shortage Rs 124867,Debit Note
Import electronics from Australia Rs 76404,Import
Input GST refund Rs 99336,GST Refund
Hospital treatment charges Rs 484504,Exempt Supply
GST invoice raised on Reliance Rs 448838,B2B
Debit note for freight charges Rs 49018,Debit Note
Director remuneration Rs 247094,Reverse Charge
Input GST refund Rs 381485,GST Refund
Healthcare exempt supply Rs 462224,Exempt Supply
GST liability payment Rs 490738,GST Payment
Export GST refund Rs 415453,GST Refund
Hardware purchase from Singapore Rs 53613,Import
Advocate service payment Rs 350445,Reverse Charge
Credit note issued against damaged goods Rs 142339,Credit Note
Debit note for freight charges Rs 414628,Debit Note
Input GST refund Rs 123189,GST Refund
Director remuneration Rs 253966,Reverse Charge
School tuition fees Rs 372397,Exempt Supply
Export GST refund Rs 354703,GST Refund
Export of garments to Japan Rs 389184,Export
GST payment challan Rs 185911,GST Payment
Healthcare exempt supply Rs 19363,Exempt Supply
GST liability payment Rs 262979,GST Payment
Agricultural produce sale Rs 254511,Exempt Supply
GST invoice raised on Tech Mahindra Rs 425839,B2B
GST refund received Rs 90818,GST Refund
Agricultural produce sale Rs 368123,Exempt Supply
Supplier debit adjustment Rs 429596,Debit Note
Agricultural produce sale Rs 166614,Exempt Supply
Export of garments to Japan Rs 157967,Export
Consumer electronics invoice Rs 362462,B2C
Customer return credit note Rs 213889,Credit Note
Cash sale invoice Rs 428956,B2C
Debit note for transport expenses Rs 51822,Debit Note
Credit adjustment invoice Rs 202011,Credit Note
Debit note for freight charges Rs 318839,Debit Note
GTA transport service Rs 477268,Reverse Charge
GST refund received Rs 213829,GST Refund
GST liability payment Rs 348498,GST Payment
GST payment challan Rs 343497,GST Payment
GST refund received Rs 51611,GST Refund
Debit note for freight charges Rs 399811,Debit Note
International client invoice UK Rs 61048,Export
Supplier debit adjustment Rs 357652,Debit Note
Corporate software license for Amazon Rs 187297,B2B
Import electronics from France Rs 118252,Import
Consulting invoice to Singapore Rs 70388,Export
Sales return credit note Rs 472760,Credit Note
Consulting invoice to Australia Rs 12205,Export
Debit note raised for additional tax Rs 134014,Debit Note
Advocate service payment Rs 407942,Reverse Charge
Healthcare exempt supply Rs 490283,Exempt Supply
Consulting invoice to South Korea Rs 373948,Export
GST refund from department Rs 259687,GST Refund
Wholesale supply to TCS Rs 309745,B2B
Director remuneration Rs 334049,Reverse Charge
Legal service under reverse charge Rs 382888,Reverse Charge
Hospital treatment charges Rs 316302,Exempt Supply
Import machinery from USA Rs 446913,Import
Credit note issued against damaged goods Rs 197243,Credit Note
GST refund received Rs 52144,GST Refund
Credit adjustment invoice Rs 453097,Credit Note
Supplier debit adjustment Rs 467876,Debit Note
GST payment for current month Rs 52960,GST Payment
Legal service under reverse charge Rs 4343,Reverse Charge
Input GST refund Rs 272619,GST Refund
Mobile phone sale bill Rs 384566,B2C
Advocate service payment Rs 99596,Reverse Charge
IT support service to USA Rs 103351,Export
Agricultural produce sale Rs 464470,Exempt Supply
International client invoice UK Rs 319156,Export
Educational service invoice Rs 369928,Exempt Supply
Invoice to TCS Rs 475716,B2B
Hardware purchase from South Korea Rs 277796,Import
GST liability payment Rs 428946,GST Payment
Raw material imported from Japan Rs 267401,Import
Cash sale invoice Rs 378628,B2C
Reverse charge professional service Rs 419172,Reverse Charge
Export of garments to UK Rs 105616,Export
Debit note for freight charges Rs 472875,Debit Note
Export software service to South Korea Rs 286006,Export
Educational service invoice Rs 179818,Exempt Supply
Debit note against shortage Rs 145609,Debit Note
International client invoice France Rs 172380,Export
IT support service to Canada Rs 387476,Export
Healthcare exempt supply Rs 409057,Exempt Supply
Director remuneration Rs 493801,Reverse Charge
GST payment challan Rs 123247,GST Payment
Cash sale invoice Rs 269494,B2C
GST deposited through bank Rs 31230,GST Payment
Supplier debit adjustment Rs 76992,Debit Note
Industrial equipment imported from South Korea Rs 394351,Import
Educational service invoice Rs 423038,Exempt Supply
Hardware purchase from Germany Rs 85830,Import
GST payment for current month Rs 437962,GST Payment
Hospital treatment charges Rs 254175,Exempt Supply
GST refund from department Rs 279755,GST Refund
Wholesale supply to Flipkart Rs 485572,B2B
Healthcare exempt supply Rs 237545,Exempt Supply
International client invoice Canada Rs 161190,Export
Legal service under reverse charge Rs 209865,Reverse Charge
GST payment challan Rs 391910,GST Payment
Walk-in customer invoice Rs 237861,B2C
Import machinery from Germany Rs 164820,Import
Healthcare exempt supply Rs 86902,Exempt Supply
GST refund received Rs 409452,GST Refund
Export GST refund Rs 83518,GST Refund
Refund received under GST Rs 49270,GST Refund
Walk-in customer invoice Rs 265655,B2C
Mobile phone sale bill Rs 230571,B2C
Export of garments to UK Rs 410182,Export
Invoice to Tech Mahindra Rs 496486,B2B
Raw material imported from Australia Rs 322500,Import
Monthly GST tax payment Rs 229077,GST Payment
Healthcare exempt supply Rs 4381,Exempt Supply
Monthly GST tax payment Rs 216568,GST Payment
Export of garments to South Korea Rs 81729,Export
Export GST refund Rs 495034,GST Refund
GST refund from department Rs 265508,GST Refund
Debit note for freight charges Rs 466149,Debit Note
Input GST refund Rs 430778,GST Refund
Wholesale supply to Reliance Rs 287597,B2B
GTA transport service Rs 283271,Reverse Charge
Monthly GST tax payment Rs 41759,GST Payment
Retail customer purchase bill Rs 181489,B2C
IT support service to Singapore Rs 268025,Export
Walk-in customer invoice Rs 423086,B2C
Refund received under GST Rs 359986,GST Refund
Supplier debit adjustment Rs 259451,Debit Note
School tuition fees Rs 39965,Exempt Supply
Hardware purchase from China Rs 459371,Import
Import electronics from UK Rs 221561,Import
Credit adjustment invoice Rs 420081,Credit Note
Input GST refund Rs 287885,GST Refund
GTA transport service Rs 354801,Reverse Charge
School tuition fees Rs 11734,Exempt Supply
GST liability payment Rs 491084,GST Payment
Advocate service payment Rs 113976,Reverse Charge
GST liability payment Rs 16439,GST Payment
Healthcare exempt supply Rs 429305,Exempt Supply
Advocate service payment Rs 395273,Reverse Charge
Debit note for freight charges Rs 50089,Debit Note
International client invoice China Rs 83252,Export
GST refund from department Rs 111778,GST Refund
Export of garments to Germany Rs 83367,Export
Export software service to South Korea Rs 148637,Export
Export of garments to France Rs 160054,Export
Input GST refund Rs 61739,GST Refund
Import machinery from Germany Rs 356908,Import
Consulting invoice to France Rs 121246,Export
Healthcare exempt supply Rs 141372,Exempt Supply
Supply of goods to Wipro Rs 431223,B2B
GST refund from department Rs 74258,GST Refund
Credit note issued against damaged goods Rs 159432,Credit Note
Agricultural produce sale Rs 25144,Exempt Supply
Customer return credit note Rs 211894,Credit Note
Sales return credit note Rs 82728,Credit Note
Export GST refund Rs 238392,GST Refund
Export software service to South Korea Rs 401606,Export
GST invoice raised on Microsoft Rs 185422,B2B
Credit note for cancelled order Rs 126926,Credit Note
Debit note for freight charges Rs 323290,Debit Note
Agricultural produce sale Rs 10979,Exempt Supply
GST refund from department Rs 96637,GST Refund
Hardware purchase from USA Rs 233601,Import
School tuition fees Rs 286764,Exempt Supply
Export software service to China Rs 45685,Export
GST payment challan Rs 74954,GST Payment
Industrial equipment imported from China Rs 238388,Import
GST refund from department Rs 254188,GST Refund
International client invoice South Korea Rs 87041,Export
Debit note for freight charges Rs 28464,Debit Note
Raw material imported from Canada Rs 63130,Import
Export GST refund Rs 61791,GST Refund
GST invoice raised on Wipro Rs 167099,B2B
GST refund received Rs 241259,GST Refund
Import electronics from Japan Rs 293010,Import
Export software service to Australia Rs 379935,Export
Raw material imported from Germany Rs 317717,Import
Mobile phone sale bill Rs 458352,B2C
Corporate software license for Amazon Rs 206608,B2B
Corporate software license for Amazon Rs 16820,B2B
Mobile phone sale bill Rs 427420,B2C
GST invoice raised on Tata Steel Rs 169249,B2B
Invoice to Wipro Rs 147103,B2B
Mobile phone sale bill Rs 191051,B2C
Educational service invoice Rs 263422,Exempt Supply
Debit note for freight charges Rs 81725,Debit Note
Credit note issued against damaged goods Rs 160581,Credit Note
Healthcare exempt supply Rs 180020,Exempt Supply
Reverse charge professional service Rs 414235,Reverse Charge
Hospital treatment charges Rs 453040,Exempt Supply
GST deposited through bank Rs 89391,GST Payment
Supplier debit adjustment Rs 483298,Debit Note
GST invoice raised on XYZ Industries Rs 210884,B2B
Export GST refund Rs 226774,GST Refund
Export of garments to Singapore Rs 371914,Export
Export GST refund Rs 70944,GST Refund
Walk-in customer invoice Rs 23067,B2C
Customer return credit note Rs 155064,Credit Note
Debit note for transport expenses Rs 426448,Debit Note
School tuition fees Rs 196868,Exempt Supply
Customer return credit note Rs 349671,Credit Note
Export GST refund Rs 210923,GST Refund
Supply of goods to Accenture Rs 131463,B2B
Debit note for transport expenses Rs 136848,Debit Note
Input GST refund Rs 281499,GST Refund
GST invoice raised on Google Rs 10515,B2B
Educational service invoice Rs 213346,Exempt Supply
GST refund from department Rs 34668,GST Refund
Consumer electronics invoice Rs 230826,B2C
Consulting invoice to South Korea Rs 424229,Export
Supplier debit adjustment Rs 119558,Debit Note
Import electronics from Canada Rs 234510,Import
Debit note for freight charges Rs 169843,Debit Note
IT support service to China Rs 303368,Export
Monthly GST tax payment Rs 461499,GST Payment
GST refund received Rs 171384,GST Refund
Credit note issued against damaged goods Rs 157551,Credit Note
Export of garments to Japan Rs 397345,Export
Retail customer purchase bill Rs 57174,B2C
Debit note raised for additional tax Rs 78986,Debit Note
GST payment challan Rs 195087,GST Payment
Sales return credit note Rs 331490,Credit Note
Credit note issued against damaged goods Rs 113706,Credit Note
GST liability payment Rs 113088,GST Payment
Credit note issued against damaged goods Rs 88902,Credit Note
Refund received under GST Rs 258528,GST Refund
GST invoice raised on Flipkart Rs 146469,B2B
IT support service to Canada Rs 206811,Export
Export software service to USA Rs 497549,Export
Debit note for freight charges Rs 486605,Debit Note
Debit note raised for additional tax Rs 404800,Debit Note
Walk-in customer invoice Rs 259230,B2C
GTA transport service Rs 384954,Reverse Charge
Export GST refund Rs 411932,GST Refund
Debit note for freight charges Rs 9151,Debit Note
Raw material imported from Australia Rs 293343,Import
Refund received under GST Rs 264943,GST Refund
Mobile phone sale bill Rs 292547,B2C
Refund received under GST Rs 357270,GST Refund
IT support service to USA Rs 236363,Export
Reverse charge professional service Rs 386518,Reverse Charge
Retail customer purchase bill Rs 149012,B2C
International client invoice Canada Rs 380220,Export
GST deposited through bank Rs 91448,GST Payment
GST invoice raised on Tech Mahindra Rs 5094,B2B
Industrial equipment imported from China Rs 157886,Import
Industrial equipment imported from South Korea Rs 350794,Import
GST invoice raised on Tata Steel Rs 67929,B2B
Consulting invoice to South Korea Rs 343251,Export
GST refund from department Rs 72912,GST Refund
Healthcare exempt supply Rs 312520,Exempt Supply
GST refund from department Rs 244964,GST Refund
GST liability payment Rs 80328,GST Payment
Cash sale invoice Rs 358886,B2C
Input GST refund Rs 381252,GST Refund
Hardware purchase from France Rs 478447,Import
Reverse charge professional service Rs 321880,Reverse Charge
GST deposited through bank Rs 341787,GST Payment
Export software service to UK Rs 461334,Export
Credit note for cancelled order Rs 96445,Credit Note
Consulting invoice to France Rs 164660,Export
IT support service to Australia Rs 3843,Export
Import electronics from China Rs 53849,Import
Industrial equipment imported from Singapore Rs 77196,Import
Export of garments to Australia Rs 101119,Export
GST deposited through bank Rs 87130,GST Payment
Import machinery from Germany Rs 252136,Import
GST refund from department Rs 28362,GST Refund
Corporate software license for Amazon Rs 114959,B2B
Legal service under reverse charge Rs 73469,Reverse Charge
Cash sale invoice Rs 283293,B2C
Agricultural produce sale Rs 91770,Exempt Supply
GST refund from department Rs 390134,GST Refund
Healthcare exempt supply Rs 399724,Exempt Supply
Advocate service payment Rs 244093,Reverse Charge
GST payment for current month Rs 234090,GST Payment
GST refund from department Rs 34249,GST Refund
Export of garments to USA Rs 411282,Export
Credit adjustment invoice Rs 196021,Credit Note
Consulting invoice to South Korea Rs 256459,Export
GST invoice raised on Amazon Rs 336390,B2B
Raw material imported from Germany Rs 354720,Import
Cash sale invoice Rs 382892,B2C
Export software service to France Rs 371436,Export
Supplier debit adjustment Rs 173238,Debit Note
GST payment challan Rs 12136,GST Payment
Export of garments to USA Rs 432628,Export
Wholesale supply to Google Rs 242907,B2B
Consulting invoice to Germany Rs 442821,Export
GST refund from department Rs 352213,GST Refund
Hospital treatment charges Rs 391118,Exempt Supply
Retail customer purchase bill Rs 240207,B2C
Debit note for transport expenses Rs 206129,Debit Note
GTA transport service Rs 427065,Reverse Charge
Export of garments to South Korea Rs 134047,Export
Invoice to Deloitte Rs 213969,B2B
Hardware purchase from South Korea Rs 374306,Import
Credit adjustment invoice Rs 141852,Credit Note
Input GST refund Rs 265823,GST Refund
Export of garments to Germany Rs 464797,Export
Advocate service payment Rs 134601,Reverse Charge
Customer return credit note Rs 340376,Credit Note
Debit note against shortage Rs 407255,Debit Note
Export software service to Japan Rs 360053,Export
International client invoice Germany Rs 499263,Export
GST invoice raised on Wipro Rs 403832,B2B
Reverse charge professional service Rs 172708,Reverse Charge
GST deposited through bank Rs 186278,GST Payment
Consulting invoice to Japan Rs 47600,Export
Credit adjustment invoice Rs 310183,Credit Note
Debit note for freight charges Rs 177145,Debit Note
Wholesale supply to Deloitte Rs 61135,B2B
GST invoice raised on Wipro Rs 89550,B2B
Export software service to Australia Rs 390078,Export
International client invoice Canada Rs 436603,Export
School tuition fees Rs 481258,Exempt Supply
Export of garments to Singapore Rs 158121,Export
Healthcare exempt supply Rs 324674,Exempt Supply
Advocate service payment Rs 471844,Reverse Charge
GST liability payment Rs 391829,GST Payment
Debit note for freight charges Rs 350095,Debit Note
Legal service under reverse charge Rs 115175,Reverse Charge
IT support service to Germany Rs 54765,Export
Sales return credit note Rs 85594,Credit Note
Agricultural produce sale Rs 337387,Exempt Supply
Wholesale supply to Amazon Rs 379124,B2B
GST refund from department Rs 112532,GST Refund
Export software service to China Rs 400221,Export
Educational service invoice Rs 315844,Exempt Supply
Walk-in customer invoice Rs 190163,B2C
GST payment challan Rs 32734,GST Payment
Export GST refund Rs 487053,GST Refund
Monthly GST tax payment Rs 430438,GST Payment
Input GST refund Rs 131517,GST Refund
Cash sale invoice Rs 81265,B2C
GST payment for current month Rs 248600,GST Payment
Import electronics from Singapore Rs 399258,Import
Export software service to Japan Rs 496226,Export
GTA transport service Rs 61790,Reverse Charge
Import machinery from South Korea Rs 165383,Import
Hardware purchase from Canada Rs 284145,Import
Import machinery from Germany Rs 148180,Import
Credit note for cancelled order Rs 405237,Credit Note
Sales return credit note Rs 157898,Credit Note
Credit note for cancelled order Rs 244227,Credit Note
Healthcare exempt supply Rs 88633,Exempt Supply
Raw material imported from France Rs 423172,Import
IT support service to Germany Rs 381573,Export
Customer return credit note Rs 134353,Credit Note
Legal service under reverse charge Rs 286770,Reverse Charge
Mobile phone sale bill Rs 258724,B2C
GTA transport service Rs 273095,Reverse Charge
Advocate service payment Rs 164110,Reverse Charge
GTA transport service Rs 157405,Reverse Charge
Import machinery from China Rs 356657,Import
GST refund from department Rs 207769,GST Refund
GST deposited through bank Rs 201737,GST Payment
Export software service to Singapore Rs 448233,Export
Retail customer purchase bill Rs 364259,B2C
Director remuneration Rs 142273,Reverse Charge
Hardware purchase from USA Rs 56591,Import
Industrial equipment imported from South Korea Rs 455861,Import
Import machinery from Japan Rs 206216,Import
Debit note raised for additional tax Rs 198082,Debit Note
Supply of goods to Google Rs 49041,B2B
Retail customer purchase bill Rs 328240,B2C
GST payment for current month Rs 324990,GST Payment
Credit adjustment invoice Rs 13389,Credit Note
Debit note for transport expenses Rs 397618,Debit Note
Corporate software license for Reliance Rs 471547,B2B
Invoice to TCS Rs 170849,B2B
International client invoice China Rs 152293,Export
Export software service to Germany Rs 54280,Export
Credit note for cancelled order Rs 370339,Credit Note
Legal service under reverse charge Rs 277881,Reverse Charge
GST refund from department Rs 351746,GST Refund
Credit note issued against damaged goods Rs 109857,Credit Note
Corporate software license for Google Rs 215608,B2B
Export GST refund Rs 88442,GST Refund
School tuition fees Rs 409441,Exempt Supply
Cash sale invoice Rs 394481,B2C
Refund received under GST Rs 407800,GST Refund
Customer return credit note Rs 211599,Credit Note
Agricultural produce sale Rs 414868,Exempt Supply
Retail customer purchase bill Rs 331589,B2C
Monthly GST tax payment Rs 334094,GST Payment
Advocate service payment Rs 92188,Reverse Charge
Wholesale supply to Flipkart Rs 191464,B2B
Hardware purchase from Canada Rs 460021,Import
Hardware purchase from USA Rs 119467,Import
Customer return credit note Rs 414453,Credit Note
Advocate service payment Rs 15316,Reverse Charge
GST payment for current month Rs 301101,GST Payment
Debit note for freight charges Rs 15353,Debit Note
Credit adjustment invoice Rs 439174,Credit Note
GST invoice raised on Wipro Rs 20165,B2B
GST deposited through bank Rs 174109,GST Payment
Customer return credit note Rs 334742,Credit Note
Legal service under reverse charge Rs 109580,Reverse Charge
Consumer electronics invoice Rs 389480,B2C
Reverse charge professional service Rs 153483,Reverse Charge
Director remuneration Rs 435814,Reverse Charge
Debit note for freight charges Rs 480195,Debit Note
Sales return credit note Rs 30775,Credit Note
Refund received under GST Rs 232609,GST Refund
Healthcare exempt supply Rs 221767,Exempt Supply
GTA transport service Rs 222276,Reverse Charge
Credit adjustment invoice Rs 9277,Credit Note
Retail customer purchase bill Rs 395167,B2C
Healthcare exempt supply Rs 468164,Exempt Supply
