Account_Name,Account_Type,Debit,Credit
GST Payable,Liability,0,375891
TDS Payable,Liability,0,198221
TDS Payable,Liability,0,143872
Bank Loan,Liability,0,38338
GST Payable,Liability,0,384959
GST Payable,Liability,0,334029
Bank Loan,Liability,0,91685
TDS Payable,Liability,0,345545
Bank Loan,Liability,0,290802
Bank Loan,Liability,0,392500
GST Payable,Liability,0,260487
TDS Payable,Liability,0,101390
GST Payable,Liability,0,22137
TDS Payable,Liability,0,248992
Accounts Payable,Liability,0,91121
GST Payable,Liability,0,304001
Bank Loan,Liability,0,233668
TDS Payable,Liability,0,82158
Accounts Payable,Liability,0,84498
GST Payable,Liability,0,318044
TDS Payable,Liability,0,434301
Bank Loan,Liability,0,269180
Accounts Payable,Liability,0,81458
TDS Payable,Liability,0,375913
GST Payable,Liability,0,335727
Bank Loan,Liability,0,409004
Bank Loan,Liability,0,135971
Accounts Payable,Liability,0,264699
GST Payable,Liability,0,299947
Accounts Payable,Liability,0,475425
Bank Loan,Liability,0,189103
Accounts Payable,Liability,0,70952
TDS Payable,Liability,0,348519
Accounts Payable,Liability,0,479453
Accounts Payable,Liability,0,10130
Bank Loan,Liability,0,322146
Accounts Payable,Liability,0,47630
Accounts Payable,Liability,0,274566
Bank Loan,Liability,0,240995
Bank Loan,Liability,0,275669
Bank Loan,Liability,0,247129
TDS Payable,Liability,0,168366
Accounts Payable,Liability,0,29815
Accounts Payable,Liability,0,258704
TDS Payable,Liability,0,122921
Bank Loan,Liability,0,45817
GST Payable,Liability,0,150085
GST Payable,Liability,0,151422
Bank Loan,Liability,0,323541
TDS Payable,Liability,0,468817
TDS Payable,Liability,0,205711
Accounts Payable,Liability,0,286306
GST Payable,Liability,0,115582
TDS Payable,Liability,0,261381
Accounts Payable,Liability,0,461177
Accounts Payable,Liability,0,464450
TDS Payable,Liability,0,352284
Bank Loan,Liability,0,418073
GST Payable,Liability,0,180296
Bank Loan,Liability,0,117173
GST Payable,Liability,0,331778
GST Payable,Liability,0,150410
GST Payable,Liability,0,360976
Accounts Payable,Liability,0,132771
GST Payable,Liability,0,367118
Accounts Payable,Liability,0,102997
TDS Payable,Liability,0,147474
Accounts Payable,Liability,0,399275
GST Payable,Liability,0,217830
Accounts Payable,Liability,0,29400
Bank Loan,Liability,0,202021
GST Payable,Liability,0,48405
Accounts Payable,Liability,0,53105
Accounts Payable,Liability,0,444907
TDS Payable,Liability,0,481603
GST Payable,Liability,0,393043
Bank Loan,Liability,0,254066
TDS Payable,Liability,0,38799
GST Payable,Liability,0,444179
Accounts Payable,Liability,0,51274
GST Payable,Liability,0,19762
Bank Loan,Liability,0,237856
TDS Payable,Liability,0,347030
Bank Loan,Liability,0,314181
TDS Payable,Liability,0,362475
Accounts Payable,Liability,0,371665
TDS Payable,Liability,0,30609
TDS Payable,Liability,0,182920
GST Payable,Liability,0,327347
Bank Loan,Liability,0,86502
TDS Payable,Liability,0,266076
Accounts Payable,Liability,0,172383
GST Payable,Liability,0,50363
Bank Loan,Liability,0,401146
TDS Payable,Liability,0,302884
Bank Loan,Liability,0,118619
Bank Loan,Liability,0,183054
GST Payable,Liability,0,277417
GST Payable,Liability,0,93910
TDS Payable,Liability,0,393808
TDS Payable,Liability,0,471690
Accounts Payable,Liability,0,486943
Bank Loan,Liability,0,219967
Accounts Payable,Liability,0,367996
TDS Payable,Liability,0,343308
TDS Payable,Liability,0,192994
GST Payable,Liability,0,435382
Accounts Payable,Liability,0,325573
TDS Payable,Liability,0,487987
Accounts Payable,Liability,0,86041
GST Payable,Liability,0,323559
TDS Payable,Liability,0,326650
Bank Loan,Liability,0,232803
GST Payable,Liability,0,272076
TDS Payable,Liability,0,463215
TDS Payable,Liability,0,385771
Accounts Payable,Liability,0,219765
Accounts Payable,Liability,0,377699
Accounts Payable,Liability,0,270392
TDS Payable,Liability,0,21455
GST Payable,Liability,0,157029
GST Payable,Liability,0,215713
TDS Payable,Liability,0,389771
TDS Payable,Liability,0,100578
TDS Payable,Liability,0,27111
GST Payable,Liability,0,494652
Bank Loan,Liability,0,169326
GST Payable,Liability,0,321782
GST Payable,Liability,0,330111
TDS Payable,Liability,0,490422
Accounts Payable,Liability,0,164410
GST Payable,Liability,0,483128
TDS Payable,Liability,0,416904
Bank Loan,Liability,0,434617
GST Payable,Liability,0,42276
Bank Loan,Liability,0,19436
Accounts Payable,Liability,0,326578
Bank Loan,Liability,0,414471
Accounts Payable,Liability,0,38849
Accounts Payable,Liability,0,73546
Bank Loan,Liability,0,266294
GST Payable,Liability,0,68859
Bank Loan,Liability,0,441960
GST Payable,Liability,0,211422
Accounts Payable,Liability,0,307390
TDS Payable,Liability,0,362004
TDS Payable,Liability,0,19303
Bank Loan,Liability,0,218576
GST Payable,Liability,0,476474
TDS Payable,Liability,0,478556
TDS Payable,Liability,0,63151
Bank Loan,Liability,0,270499
Bank Loan,Liability,0,145931
GST Payable,Liability,0,75534
Bank Loan,Liability,0,239386
TDS Payable,Liability,0,25641
TDS Payable,Liability,0,246485
Bank Loan,Liability,0,367243
Bank Loan,Liability,0,399910
Accounts Payable,Liability,0,131484
Bank Loan,Liability,0,153240
GST Payable,Liability,0,121392
TDS Payable,Liability,0,343945
Accounts Payable,Liability,0,488109
GST Payable,Liability,0,435697
GST Payable,Liability,0,410013
GST Payable,Liability,0,167541
GST Payable,Liability,0,61859
Bank Loan,Liability,0,256377
Accounts Payable,Liability,0,118302
GST Payable,Liability,0,421582
GST Payable,Liability,0,272017
GST Payable,Liability,0,198023
TDS Payable,Liability,0,215530
Bank Loan,Liability,0,117342
GST Payable,Liability,0,79103
TDS Payable,Liability,0,433913
Bank Loan,Liability,0,299329
Accounts Payable,Liability,0,94785
GST Payable,Liability,0,63977
TDS Payable,Liability,0,464790
TDS Payable,Liability,0,398962
Accounts Payable,Liability,0,460246
TDS Payable,Liability,0,37049
Bank Loan,Liability,0,397590
GST Payable,Liability,0,294064
Accounts Payable,Liability,0,94462
GST Payable,Liability,0,369006
Bank Loan,Liability,0,91190
TDS Payable,Liability,0,416153
GST Payable,Liability,0,176277
Bank Loan,Liability,0,416329
Bank Loan,Liability,0,481098
GST Payable,Liability,0,418597
Accounts Payable,Liability,0,474737
Bank Loan,Liability,0,329783
Accounts Payable,Liability,0,317193
Accounts Payable,Liability,0,464108
Bank Loan,Liability,0,310120
Bank Loan,Liability,0,243943
GST Payable,Liability,0,430972
Bank Loan,Liability,0,269601
Bank Loan,Liability,0,333693
Bank Loan,Liability,0,252292
Bank Loan,Liability,0,327676
GST Payable,Liability,0,377777
Bank Loan,Liability,0,360819
TDS Payable,Liability,0,396423
Accounts Payable,Liability,0,90071
TDS Payable,Liability,0,53210
Bank Loan,Liability,0,452100
Bank Loan,Liability,0,302470
TDS Payable,Liability,0,102902
TDS Payable,Liability,0,124463
TDS Payable,Liability,0,71621
Accounts Payable,Liability,0,309937
Accounts Payable,Liability,0,389778
Accounts Payable,Liability,0,36901
Accounts Payable,Liability,0,91811
Accounts Payable,Liability,0,353601
GST Payable,Liability,0,451189
GST Payable,Liability,0,114878
GST Payable,Liability,0,148967
GST Payable,Liability,0,446683
GST Payable,Liability,0,233682
Accounts Payable,Liability,0,440404
Bank Loan,Liability,0,241152
Bank Loan,Liability,0,383591
GST Payable,Liability,0,438705
Accounts Payable,Liability,0,122385
GST Payable,Liability,0,70256
Accounts Payable,Liability,0,285542
Bank Loan,Liability,0,60274
Bank Loan,Liability,0,30436
Bank Loan,Liability,0,271149
TDS Payable,Liability,0,196747
Accounts Payable,Liability,0,73201
Bank Loan,Liability,0,145207
Accounts Payable,Liability,0,59140
TDS Payable,Liability,0,302980
Accounts Payable,Liability,0,249458
GST Payable,Liability,0,103194
TDS Payable,Liability,0,420398
Bank Loan,Liability,0,65502
GST Payable,Liability,0,188400
Bank Loan,Liability,0,293182
Bank Loan,Liability,0,161072
TDS Payable,Liability,0,437676
GST Payable,Liability,0,79065
Accounts Payable,Liability,0,236728
GST Payable,Liability,0,153611
GST Payable,Liability,0,275507
Bank Loan,Liability,0,162144
TDS Payable,Liability,0,49981
GST Payable,Liability,0,82336
GST Payable,Liability,0,429711
Accounts Payable,Liability,0,244158
Bank Loan,Liability,0,84105
Bank Loan,Liability,0,27438
TDS Payable,Liability,0,166383
Accounts Payable,Liability,0,348414
Bank Loan,Liability,0,483209
GST Payable,Liability,0,274478
Accounts Payable,Liability,0,283381
Bank Loan,Liability,0,458156
GST Payable,Liability,0,8859
GST Payable,Liability,0,451695
Bank Loan,Liability,0,240575
Bank Loan,Liability,0,330970
Bank Loan,Liability,0,65420
TDS Payable,Liability,0,185264
Accounts Payable,Liability,0,390098
Accounts Payable,Liability,0,157959
GST Payable,Liability,0,203585
TDS Payable,Liability,0,165032
TDS Payable,Liability,0,455195
GST Payable,Liability,0,122311
Accounts Payable,Liability,0,465407
Bank Loan,Liability,0,372135
Bank Loan,Liability,0,162135
GST Payable,Liability,0,29182
Accounts Payable,Liability,0,132433
Accounts Payable,Liability,0,399348
TDS Payable,Liability,0,423647
Bank Loan,Liability,0,264320
Bank Loan,Liability,0,441615
Accounts Payable,Liability,0,277415
GST Payable,Liability,0,320060
TDS Payable,Liability,0,309096
TDS Payable,Liability,0,469630
GST Payable,Liability,0,215667
Bank Loan,Liability,0,29920
GST Payable,Liability,0,25221
TDS Payable,Liability,0,386156
Accounts Payable,Liability,0,395338
GST Payable,Liability,0,26228
Accounts Payable,Liability,0,263019
GST Payable,Liability,0,204820
Accounts Payable,Liability,0,56449
TDS Payable,Liability,0,482666
Bank Loan,Liability,0,405759
GST Payable,Liability,0,470420
Accounts Payable,Liability,0,325719
Bank Loan,Liability,0,151525
TDS Payable,Liability,0,241428
Bank Loan,Liability,0,260901
Bank Loan,Liability,0,96571
Bank Loan,Liability,0,10767
Bank Loan,Liability,0,260146
GST Payable,Liability,0,440241
Bank Loan,Liability,0,463120
Bank Loan,Liability,0,263652
Bank Loan,Liability,0,198196
TDS Payable,Liability,0,208383
Bank Loan,Liability,0,193288
Accounts Payable,Liability,0,449376
Accounts Payable,Liability,0,178869
Accounts Payable,Liability,0,274347
GST Payable,Liability,0,276955
Accounts Payable,Liability,0,100610
TDS Payable,Liability,0,163651
GST Payable,Liability,0,311675
TDS Payable,Liability,0,376813
Bank Loan,Liability,0,103392
TDS Payable,Liability,0,480187
Accounts Payable,Liability,0,70615
TDS Payable,Liability,0,359450
Bank Loan,Liability,0,499753
Accounts Payable,Liability,0,404868
Accounts Payable,Liability,0,367180
TDS Payable,Liability,0,156884
GST Payable,Liability,0,355710
GST Payable,Liability,0,328525
Bank Loan,Liability,0,148776
GST Payable,Liability,0,424840
Bank Loan,Liability,0,267990
Accounts Payable,Liability,0,228769
TDS Payable,Liability,0,297034
Bank Loan,Liability,0,204199
GST Payable,Liability,0,77987
TDS Payable,Liability,0,174655
Bank Loan,Liability,0,169955
TDS Payable,Liability,0,498972
Accounts Payable,Liability,0,286320
TDS Payable,Liability,0,483548
TDS Payable,Liability,0,139332
TDS Payable,Liability,0,27916
Bank Loan,Liability,0,187329
Accounts Payable,Liability,0,140249
Accounts Payable,Liability,0,486976
GST Payable,Liability,0,26947
TDS Payable,Liability,0,152413
Accounts Payable,Liability,0,151174
Accounts Payable,Liability,0,375119
GST Payable,Liability,0,321912
TDS Payable,Liability,0,255957
GST Payable,Liability,0,135465
Bank Loan,Liability,0,37762
GST Payable,Liability,0,451593
TDS Payable,Liability,0,267007
Accounts Payable,Liability,0,179574
Bank Loan,Liability,0,18653
GST Payable,Liability,0,496527
Accounts Payable,Liability,0,401670
Accounts Payable,Liability,0,34191
TDS Payable,Liability,0,182497
TDS Payable,Liability,0,350490
TDS Payable,Liability,0,360542
GST Payable,Liability,0,80560
Accounts Payable,Liability,0,98416
TDS Payable,Liability,0,499511
TDS Payable,Liability,0,260983
Accounts Payable,Liability,0,348966
GST Payable,Liability,0,462311
TDS Payable,Liability,0,441618
Accounts Payable,Liability,0,46497
Bank Loan,Liability,0,186405
TDS Payable,Liability,0,449308
Accounts Payable,Liability,0,341016
GST Payable,Liability,0,453281
Accounts Payable,Liability,0,327857
Accounts Payable,Liability,0,97829
GST Payable,Liability,0,66276
Accounts Payable,Liability,0,217588
Accounts Payable,Liability,0,392743
TDS Payable,Liability,0,332567
Accounts Payable,Liability,0,369495
GST Payable,Liability,0,293718
GST Payable,Liability,0,417647
GST Payable,Liability,0,434244
Bank Loan,Liability,0,305163
TDS Payable,Liability,0,89955
GST Payable,Liability,0,354343
Bank Loan,Liability,0,41577
Bank Loan,Liability,0,156378
Accounts Payable,Liability,0,261481
TDS Payable,Liability,0,364716
Accounts Payable,Liability,0,392251
GST Payable,Liability,0,292740
TDS Payable,Liability,0,385414
TDS Payable,Liability,0,328100
Bank Loan,Liability,0,301716
Accounts Payable,Liability,0,275691
GST Payable,Liability,0,21134
TDS Payable,Liability,0,47599
TDS Payable,Liability,0,187692
Accounts Payable,Liability,0,105089
Bank Loan,Liability,0,170026
Bank Loan,Liability,0,402701
Bank Loan,Liability,0,117814
TDS Payable,Liability,0,176323
Accounts Payable,Liability,0,462114
Accounts Payable,Liability,0,172155
Bank Loan,Liability,0,344069
Accounts Payable,Liability,0,40966
Bank Loan,Liability,0,208730
Accounts Payable,Liability,0,147164
GST Payable,Liability,0,191084
Accounts Payable,Liability,0,359455
GST Payable,Liability,0,355454
GST Payable,Liability,0,31142
TDS Payable,Liability,0,459882
Bank Loan,Liability,0,471305
GST Payable,Liability,0,45979
Accounts Payable,Liability,0,115255
TDS Payable,Liability,0,496170
TDS Payable,Liability,0,312084
Bank Loan,Liability,0,367990
TDS Payable,Liability,0,408079
TDS Payable,Liability,0,350240
Bank Loan,Liability,0,430476
GST Payable,Liability,0,70428
Bank Loan,Liability,0,373882
Accounts Payable,Liability,0,185800
TDS Payable,Liability,0,47098
GST Payable,Liability,0,151690
Bank Loan,Liability,0,462773
Bank Loan,Liability,0,410670
Accounts Payable,Liability,0,406197
Accounts Payable,Liability,0,493071
GST Payable,Liability,0,276217
TDS Payable,Liability,0,383348
Bank Loan,Liability,0,294951
Bank Loan,Liability,0,307142
Bank Loan,Liability,0,118977
Bank Loan,Liability,0,495809
Accounts Payable,Liability,0,36689
Accounts Payable,Liability,0,26703
GST Payable,Liability,0,232133
GST Payable,Liability,0,449798
GST Payable,Liability,0,230698
GST Payable,Liability,0,337773
TDS Payable,Liability,0,402200
TDS Payable,Liability,0,75224
GST Payable,Liability,0,40231
Accounts Payable,Liability,0,29994
Bank Loan,Liability,0,119239
Bank Loan,Liability,0,61323
Bank Loan,Liability,0,11398
Accounts Payable,Liability,0,315768
Accounts Payable,Liability,0,29557
Accounts Payable,Liability,0,399700
TDS Payable,Liability,0,46472
GST Payable,Liability,0,88016
TDS Payable,Liability,0,375719
Bank Loan,Liability,0,207878
TDS Payable,Liability,0,88040
TDS Payable,Liability,0,147905
Accounts Payable,Liability,0,49138
TDS Payable,Liability,0,295322
Bank Loan,Liability,0,266056
Accounts Payable,Liability,0,392168
GST Payable,Liability,0,57103
TDS Payable,Liability,0,240676
GST Payable,Liability,0,263410
GST Payable,Liability,0,284324
Accounts Payable,Liability,0,97643
TDS Payable,Liability,0,296132
TDS Payable,Liability,0,55943
GST Payable,Liability,0,482983
TDS Payable,Liability,0,209901
Bank Loan,Liability,0,412758
Accounts Payable,Liability,0,228546
Bank Loan,Liability,0,140812
Bank Loan,Liability,0,320775
Bank Loan,Liability,0,302666
GST Payable,Liability,0,224019
GST Payable,Liability,0,182838
TDS Payable,Liability,0,24355
Accounts Payable,Liability,0,35722
TDS Payable,Liability,0,401025
Accounts Payable,Liability,0,217183
Accounts Payable,Liability,0,331296
Accounts Payable,Liability,0,383347
Bank Loan,Liability,0,43877
Bank Loan,Liability,0,20926
Bank Loan,Liability,0,387218
TDS Payable,Liability,0,11571
Accounts Payable,Liability,0,194947
GST Payable,Liability,0,321713
TDS Payable,Liability,0,153256
Bank Loan,Liability,0,14335
Bank Loan,Liability,0,72356
Accounts Payable,Liability,0,80419
TDS Payable,Liability,0,309739
Accounts Payable,Liability,0,229422
GST Payable,Liability,0,430298
Bank Loan,Liability,0,243633
GST Payable,Liability,0,321742
TDS Payable,Liability,0,188505
Bank Loan,Liability,0,132478
GST Payable,Liability,0,478684
GST Payable,Liability,0,16195
GST Payable,Liability,0,332746
GST Payable,Liability,0,183978
TDS Payable,Liability,0,311372
GST Payable,Liability,0,382805
Bank Loan,Liability,0,151751
Accounts Payable,Liability,0,342554
Accounts Payable,Liability,0,240264
Accounts Payable,Liability,0,335669
Accounts Payable,Liability,0,351703
GST Payable,Liability,0,227949
Accounts Payable,Liability,0,39790
Accounts Payable,Liability,0,263754
Accounts Payable,Liability,0,440455
TDS Payable,Liability,0,214170
GST Payable,Liability,0,424885
Accounts Payable,Liability,0,385509
TDS Payable,Liability,0,321560
TDS Payable,Liability,0,91328
Accounts Payable,Liability,0,97986
GST Payable,Liability,0,412097
Bank Loan,Liability,0,236927
Bank Loan,Liability,0,350246
TDS Payable,Liability,0,355183
TDS Payable,Liability,0,21192
TDS Payable,Liability,0,212314
Accounts Payable,Liability,0,175102
TDS Payable,Liability,0,481955
GST Payable,Liability,0,112159
Bank Loan,Liability,0,201242
Bank Loan,Liability,0,476599
TDS Payable,Liability,0,360190
GST Payable,Liability,0,133509
GST Payable,Liability,0,100822
TDS Payable,Liability,0,438799
GST Payable,Liability,0,150942
Bank Loan,Liability,0,174330
Bank Loan,Liability,0,198623
Accounts Payable,Liability,0,453105
Accounts Payable,Liability,0,320147
GST Payable,Liability,0,416998
GST Payable,Liability,0,104589
GST Payable,Liability,0,86838
Accounts Payable,Liability,0,363143
GST Payable,Liability,0,467187
Bank Loan,Liability,0,250108
Bank Loan,Liability,0,233097
GST Payable,Liability,0,389958
TDS Payable,Liability,0,294002
Bank Loan,Liability,0,97516
Bank Loan,Liability,0,23464
GST Payable,Liability,0,250913
Accounts Payable,Liability,0,184393
Accounts Payable,Liability,0,392736
Accounts Payable,Liability,0,189998
GST Payable,Liability,0,15210
Bank Loan,Liability,0,127006
Accounts Payable,Liability,0,322895
TDS Payable,Liability,0,316890
GST Payable,Liability,0,165467
TDS Payable,Liability,0,447405
Bank Loan,Liability,0,99597
GST Payable,Liability,0,389490
Accounts Payable,Liability,0,184243
GST Payable,Liability,0,237902
Bank Loan,Liability,0,431840
TDS Payable,Liability,0,374969
Bank Loan,Liability,0,460138
TDS Payable,Liability,0,73348
Accounts Payable,Liability,0,178038
Accounts Payable,Liability,0,147285
GST Payable,Liability,0,361963
Accounts Payable,Liability,0,161053
Accounts Payable,Liability,0,123384
TDS Payable,Liability,0,462222
TDS Payable,Liability,0,362348
Bank Loan,Liability,0,451980
TDS Payable,Liability,0,320904
TDS Payable,Liability,0,212388
GST Payable,Liability,0,173100
Accounts Payable,Liability,0,416526
GST Payable,Liability,0,152463
GST Payable,Liability,0,25639
GST Payable,Liability,0,273257
Bank Loan,Liability,0,81957
Accounts Payable,Liability,0,472154
GST Payable,Liability,0,253132
TDS Payable,Liability,0,311052
Bank Loan,Liability,0,373662
TDS Payable,Liability,0,254678
TDS Payable,Liability,0,98821
Bank Loan,Liability,0,153504
Accounts Payable,Liability,0,266773
Accounts Payable,Liability,0,112307
Accounts Payable,Liability,0,474988
GST Payable,Liability,0,46007
TDS Payable,Liability,0,270042
Bank Loan,Liability,0,310805
Accounts Payable,Liability,0,147175
Bank Loan,Liability,0,343120
GST Payable,Liability,0,20250
GST Payable,Liability,0,65518
Accounts Payable,Liability,0,291844
Bank Loan,Liability,0,188766
GST Payable,Liability,0,207341
Accounts Payable,Liability,0,453369
Bank Loan,Liability,0,209775
Accounts Payable,Liability,0,144689
Accounts Payable,Liability,0,289148
Bank Loan,Liability,0,260032
TDS Payable,Liability,0,479921
GST Payable,Liability,0,428357
GST Payable,Liability,0,441276
Accounts Payable,Liability,0,447040
GST Payable,Liability,0,93091
TDS Payable,Liability,0,12444
Accounts Payable,Liability,0,209145
Accounts Payable,Liability,0,60295
Accounts Payable,Liability,0,314935
TDS Payable,Liability,0,199746
TDS Payable,Liability,0,459205
Bank Loan,Liability,0,110366
Bank Loan,Liability,0,123508
TDS Payable,Liability,0,373615
TDS Payable,Liability,0,65277
TDS Payable,Liability,0,311776
Bank Loan,Liability,0,338550
Bank Loan,Liability,0,290764
GST Payable,Liability,0,344802
TDS Payable,Liability,0,280317
Bank Loan,Liability,0,292461
Bank Loan,Liability,0,312256
TDS Payable,Liability,0,446929
TDS Payable,Liability,0,320032
TDS Payable,Liability,0,466104
Interest Income,Income,0,912892
Consulting Income,Income,0,97621
Consulting Income,Income,0,407963
Interest Income,Income,0,909792
Service Revenue,Income,0,532467
Service Revenue,Income,0,404437
Service Revenue,Income,0,353491
Sales Revenue,Income,0,200120
Service Revenue,Income,0,410147
Interest Income,Income,0,481108
Interest Income,Income,0,411103
Sales Revenue,Income,0,280239
Sales Revenue,Income,0,377538
Consulting Income,Income,0,699230
Service Revenue,Income,0,345103
Service Revenue,Income,0,101315
Consulting Income,Income,0,352198
Interest Income,Income,0,944013
Consulting Income,Income,0,642143
Interest Income,Income,0,261418
Service Revenue,Income,0,893576
Consulting Income,Income,0,448553
Sales Revenue,Income,0,46679
Sales Revenue,Income,0,371828
Sales Revenue,Income,0,433806
Sales Revenue,Income,0,885533
Service Revenue,Income,0,125004
Sales Revenue,Income,0,303115
Service Revenue,Income,0,792183
Service Revenue,Income,0,292750
Interest Income,Income,0,334566
Sales Revenue,Income,0,659304
Service Revenue,Income,0,741509
Consulting Income,Income,0,193892
Sales Revenue,Income,0,948031
Service Revenue,Income,0,825565
Sales Revenue,Income,0,965664
Consulting Income,Income,0,559599
Service Revenue,Income,0,476307
Service Revenue,Income,0,184312
Interest Income,Income,0,464347
Sales Revenue,Income,0,130817
Sales Revenue,Income,0,616180
Sales Revenue,Income,0,20378
Interest Income,Income,0,789472
Consulting Income,Income,0,630590
Interest Income,Income,0,566530
Interest Income,Income,0,642040
Interest Income,Income,0,218194
Interest Income,Income,0,495019
Consulting Income,Income,0,82778
Interest Income,Income,0,863097
Consulting Income,Income,0,213213
Consulting Income,Income,0,726589
Consulting Income,Income,0,447228
Interest Income,Income,0,782840
Sales Revenue,Income,0,302316
Consulting Income,Income,0,70177
Sales Revenue,Income,0,872365
Consulting Income,Income,0,387404
Sales Revenue,Income,0,671698
Sales Revenue,Income,0,661310
Service Revenue,Income,0,717422
Consulting Income,Income,0,574051
Sales Revenue,Income,0,270942
Sales Revenue,Income,0,558674
Consulting Income,Income,0,326944
Consulting Income,Income,0,66706
Consulting Income,Income,0,330252
Consulting Income,Income,0,375495
Sales Revenue,Income,0,766510
Service Revenue,Income,0,670094
Consulting Income,Income,0,193627
Interest Income,Income,0,756104
Consulting Income,Income,0,818722
Sales Revenue,Income,0,716608
Sales Revenue,Income,0,72845
Service Revenue,Income,0,582718
Consulting Income,Income,0,369010
Interest Income,Income,0,234797
Consulting Income,Income,0,197684
Interest Income,Income,0,690650
Service Revenue,Income,0,422758
Interest Income,Income,0,659973
Consulting Income,Income,0,714307
Service Revenue,Income,0,839417
Consulting Income,Income,0,611230
Interest Income,Income,0,487028
Interest Income,Income,0,271420
Sales Revenue,Income,0,411146
Consulting Income,Income,0,441966
Sales Revenue,Income,0,192574
Service Revenue,Income,0,433447
Service Revenue,Income,0,155989
Service Revenue,Income,0,233808
Sales Revenue,Income,0,367628
Consulting Income,Income,0,405767
Consulting Income,Income,0,490185
Service Revenue,Income,0,453570
Sales Revenue,Income,0,838793
Interest Income,Income,0,451391
Sales Revenue,Income,0,15454
Sales Revenue,Income,0,239022
Service Revenue,Income,0,895311
Sales Revenue,Income,0,845457
Interest Income,Income,0,755706
Sales Revenue,Income,0,98903
Service Revenue,Income,0,485598
Interest Income,Income,0,366408
Consulting Income,Income,0,850523
Service Revenue,Income,0,598173
Sales Revenue,Income,0,293069
Interest Income,Income,0,30036
Sales Revenue,Income,0,786290
Sales Revenue,Income,0,148103
Consulting Income,Income,0,345455
Sales Revenue,Income,0,642885
Service Revenue,Income,0,607516
Consulting Income,Income,0,157148
Interest Income,Income,0,992626
Sales Revenue,Income,0,385300
Service Revenue,Income,0,471207
Sales Revenue,Income,0,44010
Interest Income,Income,0,377058
Sales Revenue,Income,0,105201
Sales Revenue,Income,0,251532
Interest Income,Income,0,952681
Sales Revenue,Income,0,704728
Sales Revenue,Income,0,854378
Interest Income,Income,0,982194
Interest Income,Income,0,439178
Service Revenue,Income,0,799301
Sales Revenue,Income,0,73726
Sales Revenue,Income,0,781479
Interest Income,Income,0,697161
Sales Revenue,Income,0,746837
Consulting Income,Income,0,230742
Service Revenue,Income,0,161338
Interest Income,Income,0,570468
Interest Income,Income,0,443755
Sales Revenue,Income,0,358614
Service Revenue,Income,0,961349
Sales Revenue,Income,0,153511
Sales Revenue,Income,0,96958
Consulting Income,Income,0,688359
Sales Revenue,Income,0,440251
Interest Income,Income,0,621348
Interest Income,Income,0,990819
Interest Income,Income,0,944014
Service Revenue,Income,0,44057
Interest Income,Income,0,27295
Service Revenue,Income,0,843007
Service Revenue,Income,0,269202
Consulting Income,Income,0,831440
Service Revenue,Income,0,995864
Sales Revenue,Income,0,521449
Service Revenue,Income,0,56433
Consulting Income,Income,0,218045
Sales Revenue,Income,0,115436
Interest Income,Income,0,227927
Interest Income,Income,0,347329
Service Revenue,Income,0,994254
Service Revenue,Income,0,646516
Interest Income,Income,0,36796
Sales Revenue,Income,0,256780
Service Revenue,Income,0,437580
Consulting Income,Income,0,425082
Sales Revenue,Income,0,601520
Sales Revenue,Income,0,253076
Consulting Income,Income,0,907545
Interest Income,Income,0,121605
Consulting Income,Income,0,582437
Interest Income,Income,0,271425
Service Revenue,Income,0,254641
Consulting Income,Income,0,594793
Interest Income,Income,0,788234
Consulting Income,Income,0,271106
Sales Revenue,Income,0,921403
Service Revenue,Income,0,432637
Consulting Income,Income,0,939661
Consulting Income,Income,0,524694
Service Revenue,Income,0,196747
Sales Revenue,Income,0,889842
Service Revenue,Income,0,371151
Consulting Income,Income,0,479885
Consulting Income,Income,0,149131
Interest Income,Income,0,51304
Service Revenue,Income,0,871769
Service Revenue,Income,0,738184
Consulting Income,Income,0,194970
Service Revenue,Income,0,814680
Service Revenue,Income,0,395240
Consulting Income,Income,0,959676
Interest Income,Income,0,634866
Service Revenue,Income,0,730466
Sales Revenue,Income,0,425702
Sales Revenue,Income,0,889348
Consulting Income,Income,0,740891
Interest Income,Income,0,391955
Interest Income,Income,0,752494
Sales Revenue,Income,0,620813
Interest Income,Income,0,177286
Service Revenue,Income,0,467081
Interest Income,Income,0,445269
Service Revenue,Income,0,163426
Sales Revenue,Income,0,492227
Interest Income,Income,0,564924
Service Revenue,Income,0,58429
Consulting Income,Income,0,236605
Interest Income,Income,0,21022
Service Revenue,Income,0,667434
Consulting Income,Income,0,187540
Interest Income,Income,0,411349
Sales Revenue,Income,0,529222
Sales Revenue,Income,0,239392
Interest Income,Income,0,391224
Service Revenue,Income,0,379034
Consulting Income,Income,0,753414
Consulting Income,Income,0,251255
Consulting Income,Income,0,204998
Interest Income,Income,0,403380
Interest Income,Income,0,685428
Interest Income,Income,0,765786
Sales Revenue,Income,0,971204
Consulting Income,Income,0,888324
Consulting Income,Income,0,974911
Interest Income,Income,0,48715
Interest Income,Income,0,30477
Sales Revenue,Income,0,914398
Consulting Income,Income,0,436437
Service Revenue,Income,0,675805
Sales Revenue,Income,0,518659
Consulting Income,Income,0,906379
Sales Revenue,Income,0,919218
Interest Income,Income,0,860482
Service Revenue,Income,0,243322
Service Revenue,Income,0,324006
Sales Revenue,Income,0,427483
Interest Income,Income,0,875037
Sales Revenue,Income,0,642076
Service Revenue,Income,0,207650
