Agency_ID,Guard_ID,State,Document_Name,Document_Status,Training_Completed,Police_Verified,Medical_Fit,Expiry_Days_Left,Risk_Level
AGENCY_4528,GUARD_72765,Uttar Pradesh,EPF Registration,Missing,Yes,No,Yes,267,High Risk
AGENCY_7910,GUARD_22244,Punjab,Character Certificate,Submitted,No,No,No,264,High Risk
AGENCY_6193,GUARD_76504,Uttar Pradesh,Address Proof,Submitted,No,Yes,Yes,96,High Risk
AGENCY_5682,GUARD_27955,Uttar Pradesh,Training Certificate,Submitted,Yes,No,No,98,High Risk
AGENCY_1681,GUARD_23790,Rajasthan,Address Proof,Expired,Yes,Yes,No,48,High Risk
AGENCY_7864,GUARD_50440,Uttar Pradesh,Training Certificate,Verified,Yes,Yes,No,10,Low Risk
AGENCY_6787,GUARD_92927,Punjab,Training Certificate,Verified,No,No,Yes,21,High Risk
AGENCY_1400,GUARD_97514,Rajasthan,Character Certificate,Expired,Yes,Yes,Yes,236,High Risk
AGENCY_1764,GUARD_69317,Delhi,Bank Passbook,Missing,No,No,Yes,254,High Risk
AGENCY_5084,GUARD_51661,Haryana,GST Certificate,Submitted,Yes,Yes,Yes,247,Low Risk
AGENCY_4808,GUARD_46378,Rajasthan,Shop Act License,Expired,Yes,Yes,Yes,122,High Risk
AGENCY_2081,GUARD_46161,Uttar Pradesh,Bank Passbook,Expired,Yes,Yes,No,51,High Risk
AGENCY_3909,GUARD_80941,Punjab,EPF Registration,Submitted,Yes,Yes,Yes,264,Low Risk
AGENCY_5543,GUARD_86259,Delhi,Medical Fitness,Missing,Yes,Yes,Yes,330,Medium Risk
AGENCY_3529,GUARD_34190,Haryana,GST Certificate,Expired,Yes,No,No,304,High Risk
AGENCY_1731,GUARD_22182,Punjab,Police Verification,Missing,Yes,No,No,349,High Risk
AGENCY_4069,GUARD_68941,Haryana,Employment Contract,Missing,No,Yes,Yes,16,High Risk
AGENCY_7824,GUARD_31386,Rajasthan,Medical Fitness,Missing,Yes,No,No,356,High Risk
AGENCY_1953,GUARD_98919,Delhi,Address Proof,Verified,Yes,Yes,Yes,249,Low Risk
AGENCY_7059,GUARD_57695,Uttar Pradesh,Aadhaar Card,Missing,Yes,No,Yes,320,High Risk
AGENCY_7733,GUARD_37386,Rajasthan,Medical Fitness,Expired,No,Yes,Yes,274,High Risk
AGENCY_8169,GUARD_70081,Delhi,GST Certificate,Verified,Yes,No,No,242,High Risk
AGENCY_2339,GUARD_55751,Punjab,PAN Card,Verified,No,Yes,Yes,85,High Risk
AGENCY_5523,GUARD_65830,Rajasthan,Police Verification,Submitted,Yes,Yes,No,269,Low Risk
AGENCY_5231,GUARD_10184,Haryana,GST Certificate,Submitted,No,No,No,299,High Risk
AGENCY_8187,GUARD_71346,Uttar Pradesh,Employment Contract,Expired,Yes,Yes,Yes,256,High Risk
AGENCY_9021,GUARD_38723,Rajasthan,Police Verification,Verified,No,Yes,No,3,High Risk
AGENCY_1072,GUARD_94830,Haryana,Police Verification,Missing,Yes,No,No,137,High Risk
AGENCY_3950,GUARD_78622,Haryana,Aadhaar Card,Expired,Yes,No,No,353,High Risk
AGENCY_8576,GUARD_40554,Uttar Pradesh,Shop Act License,Verified,Yes,Yes,Yes,116,Low Risk
AGENCY_7634,GUARD_74257,Delhi,Character Certificate,Missing,Yes,Yes,No,125,Medium Risk
AGENCY_7280,GUARD_82306,Rajasthan,Employment Contract,Verified,No,No,No,49,High Risk
AGENCY_3082,GUARD_84157,Punjab,Medical Fitness,Expired,Yes,Yes,No,303,High Risk
AGENCY_8570,GUARD_46088,Uttar Pradesh,Address Proof,Submitted,Yes,No,Yes,286,High Risk
AGENCY_9224,GUARD_48347,Uttar Pradesh,Police Verification,Verified,Yes,Yes,Yes,112,Low Risk
AGENCY_3013,GUARD_24021,Delhi,Medical Fitness,Submitted,Yes,No,No,67,High Risk
AGENCY_7710,GUARD_67870,Haryana,Police Verification,Submitted,Yes,No,Yes,307,High Risk
AGENCY_7280,GUARD_68971,Uttar Pradesh,Training Certificate,Missing,No,No,Yes,65,High Risk
AGENCY_4816,GUARD_85502,Rajasthan,Aadhaar Card,Expired,No,Yes,Yes,297,High Risk
AGENCY_6359,GUARD_15395,Delhi,Shop Act License,Expired,No,No,Yes,274,High Risk
AGENCY_6151,GUARD_53342,Rajasthan,EPF Registration,Missing,Yes,No,Yes,5,High Risk
AGENCY_3006,GUARD_38150,Uttar Pradesh,EPF Registration,Expired,Yes,Yes,Yes,188,High Risk
AGENCY_8584,GUARD_24731,Haryana,Training Certificate,Missing,No,Yes,No,263,High Risk
AGENCY_1158,GUARD_28663,Rajasthan,Aadhaar Card,Verified,No,Yes,Yes,113,High Risk
AGENCY_3201,GUARD_60469,Rajasthan,Medical Fitness,Submitted,No,Yes,Yes,218,High Risk
AGENCY_3908,GUARD_21704,Punjab,Address Proof,Verified,No,Yes,Yes,193,High Risk
AGENCY_1207,GUARD_10594,Delhi,ESIC Registration,Expired,No,No,Yes,167,High Risk
AGENCY_5068,GUARD_52029,Haryana,Affidavit,Expired,No,No,No,254,High Risk
AGENCY_3501,GUARD_12180,Haryana,Medical Fitness,Missing,Yes,No,Yes,152,High Risk
AGENCY_8723,GUARD_24119,Rajasthan,ESIC Registration,Verified,No,No,No,31,High Risk
AGENCY_6118,GUARD_40642,Rajasthan,Shop Act License,Missing,Yes,No,No,80,High Risk
AGENCY_2412,GUARD_72353,Delhi,PAN Card,Verified,No,No,Yes,272,High Risk
AGENCY_4168,GUARD_72538,Rajasthan,PAN Card,Verified,Yes,No,No,197,High Risk
AGENCY_3693,GUARD_37262,Delhi,EPF Registration,Expired,No,No,No,253,High Risk
AGENCY_4956,GUARD_43994,Uttar Pradesh,Aadhaar Card,Expired,No,Yes,No,144,High Risk
AGENCY_7426,GUARD_77533,Haryana,Affidavit,Verified,Yes,Yes,No,201,Low Risk
AGENCY_4358,GUARD_36840,Punjab,Aadhaar Card,Missing,No,No,Yes,62,High Risk
AGENCY_7800,GUARD_91330,Rajasthan,Bank Passbook,Missing,Yes,Yes,No,263,Medium Risk
AGENCY_1572,GUARD_76405,Haryana,Affidavit,Submitted,No,Yes,Yes,31,High Risk
AGENCY_9965,GUARD_30305,Delhi,Shop Act License,Missing,Yes,No,Yes,42,High Risk
AGENCY_3203,GUARD_72982,Delhi,Medical Fitness,Expired,No,Yes,Yes,297,High Risk
AGENCY_7782,GUARD_52814,Rajasthan,Police Verification,Missing,No,No,Yes,210,High Risk
AGENCY_2106,GUARD_16912,Uttar Pradesh,PAN Card,Submitted,No,Yes,No,155,High Risk
AGENCY_6177,GUARD_50924,Punjab,GST Certificate,Expired,Yes,No,No,199,High Risk
AGENCY_7027,GUARD_31718,Uttar Pradesh,ESIC Registration,Expired,No,Yes,Yes,346,High Risk
AGENCY_8181,GUARD_72753,Uttar Pradesh,Police Verification,Missing,No,No,Yes,315,High Risk
AGENCY_1725,GUARD_64775,Rajasthan,Police Verification,Verified,No,Yes,Yes,308,High Risk
AGENCY_2591,GUARD_94081,Delhi,Aadhaar Card,Expired,No,No,Yes,295,High Risk
AGENCY_2617,GUARD_89374,Rajasthan,Address Proof,Missing,No,Yes,Yes,52,High Risk
AGENCY_8975,GUARD_79613,Uttar Pradesh,Police Verification,Submitted,No,No,Yes,299,High Risk
AGENCY_2754,GUARD_17721,Uttar Pradesh,Bank Passbook,Verified,No,No,Yes,157,High Risk
AGENCY_8485,GUARD_28506,Rajasthan,Bank Passbook,Submitted,Yes,Yes,No,180,Low Risk
AGENCY_5995,GUARD_39596,Haryana,Employment Contract,Verified,Yes,Yes,Yes,28,Low Risk
AGENCY_3794,GUARD_63176,Punjab,ESIC Registration,Expired,No,Yes,Yes,156,High Risk
AGENCY_5739,GUARD_29860,Rajasthan,Police Verification,Missing,No,Yes,Yes,224,High Risk
AGENCY_3619,GUARD_81965,Delhi,Police Verification,Verified,No,Yes,No,354,High Risk
AGENCY_8246,GUARD_68918,Haryana,Employment Contract,Expired,Yes,Yes,Yes,80,High Risk
AGENCY_8410,GUARD_47335,Haryana,EPF Registration,Missing,Yes,No,Yes,81,High Risk
AGENCY_4488,GUARD_53476,Punjab,ESIC Registration,Verified,No,No,Yes,115,High Risk
AGENCY_4523,GUARD_24331,Uttar Pradesh,Medical Fitness,Missing,No,No,Yes,44,High Risk
AGENCY_9606,GUARD_81290,Delhi,Police Verification,Missing,No,Yes,Yes,49,High Risk
AGENCY_5236,GUARD_25068,Punjab,Character Certificate,Submitted,Yes,Yes,Yes,136,Low Risk
AGENCY_3366,GUARD_58084,Rajasthan,Police Verification,Verified,Yes,Yes,No,325,Low Risk
AGENCY_3745,GUARD_53424,Haryana,EPF Registration,Verified,Yes,Yes,No,53,Low Risk
AGENCY_2313,GUARD_44918,Haryana,PAN Card,Submitted,No,Yes,Yes,159,High Risk
AGENCY_7351,GUARD_21014,Haryana,Affidavit,Expired,No,Yes,No,365,High Risk
AGENCY_5158,GUARD_26021,Uttar Pradesh,Shop Act License,Submitted,Yes,Yes,Yes,90,Low Risk
AGENCY_8505,GUARD_88004,Uttar Pradesh,EPF Registration,Submitted,No,No,No,350,High Risk
AGENCY_1006,GUARD_37057,Punjab,PAN Card,Submitted,No,Yes,Yes,291,High Risk
AGENCY_5932,GUARD_11529,Punjab,Bank Passbook,Submitted,Yes,Yes,Yes,246,Low Risk
AGENCY_3164,GUARD_28044,Punjab,Bank Passbook,Expired,No,Yes,No,260,High Risk
AGENCY_9137,GUARD_17113,Uttar Pradesh,Character Certificate,Submitted,Yes,Yes,Yes,272,Low Risk
AGENCY_1274,GUARD_97978,Uttar Pradesh,Employment Contract,Expired,No,Yes,No,182,High Risk
AGENCY_1586,GUARD_23681,Haryana,Aadhaar Card,Missing,Yes,Yes,No,107,Medium Risk
AGENCY_7249,GUARD_43567,Rajasthan,Bank Passbook,Submitted,Yes,Yes,No,121,Low Risk
AGENCY_1048,GUARD_91225,Uttar Pradesh,Bank Passbook,Missing,Yes,Yes,No,118,Medium Risk
AGENCY_1379,GUARD_47582,Delhi,Training Certificate,Verified,No,Yes,No,262,High Risk
AGENCY_2298,GUARD_14393,Haryana,Aadhaar Card,Verified,No,Yes,No,265,High Risk
AGENCY_7074,GUARD_90999,Punjab,Address Proof,Verified,No,No,Yes,273,High Risk
AGENCY_2774,GUARD_33460,Haryana,PAN Card,Verified,Yes,Yes,No,325,Low Risk
AGENCY_5118,GUARD_81970,Delhi,EPF Registration,Verified,Yes,Yes,No,352,Low Risk
AGENCY_1398,GUARD_56611,Punjab,Shop Act License,Submitted,No,No,No,160,High Risk
AGENCY_2603,GUARD_82535,Haryana,GST Certificate,Verified,No,Yes,No,41,High Risk
AGENCY_6747,GUARD_34896,Punjab,EPF Registration,Missing,No,Yes,No,85,High Risk
AGENCY_6320,GUARD_64465,Punjab,GST Certificate,Expired,Yes,No,No,40,High Risk
AGENCY_7788,GUARD_12294,Delhi,ESIC Registration,Submitted,Yes,Yes,No,145,Low Risk
AGENCY_8715,GUARD_67652,Rajasthan,Training Certificate,Verified,Yes,Yes,No,181,Low Risk
AGENCY_1423,GUARD_72471,Rajasthan,Aadhaar Card,Submitted,No,Yes,No,180,High Risk
AGENCY_8183,GUARD_48918,Punjab,Affidavit,Expired,Yes,Yes,No,122,High Risk
AGENCY_6688,GUARD_45442,Uttar Pradesh,Employment Contract,Submitted,Yes,Yes,Yes,212,Low Risk
AGENCY_5857,GUARD_47392,Punjab,Shop Act License,Verified,No,Yes,No,235,High Risk
AGENCY_6327,GUARD_21027,Uttar Pradesh,ESIC Registration,Verified,Yes,Yes,No,290,Low Risk
AGENCY_2804,GUARD_25734,Delhi,Aadhaar Card,Expired,Yes,No,Yes,234,High Risk
AGENCY_5220,GUARD_16643,Punjab,GST Certificate,Missing,No,No,No,41,High Risk
AGENCY_2763,GUARD_93273,Haryana,Employment Contract,Expired,Yes,Yes,Yes,254,High Risk
AGENCY_3226,GUARD_22928,Haryana,Character Certificate,Expired,No,No,Yes,126,High Risk
AGENCY_9496,GUARD_95014,Delhi,ESIC Registration,Verified,Yes,Yes,No,259,Low Risk
AGENCY_4274,GUARD_40033,Punjab,Address Proof,Submitted,No,No,No,318,High Risk
AGENCY_9257,GUARD_61461,Uttar Pradesh,Police Verification,Submitted,No,No,Yes,166,High Risk
AGENCY_9688,GUARD_84745,Punjab,GST Certificate,Submitted,Yes,No,No,353,High Risk
AGENCY_4387,GUARD_33458,Rajasthan,Medical Fitness,Expired,Yes,No,Yes,135,High Risk
AGENCY_4768,GUARD_69591,Uttar Pradesh,Training Certificate,Submitted,Yes,No,No,49,High Risk
AGENCY_3231,GUARD_18400,Punjab,Bank Passbook,Submitted,Yes,No,No,221,High Risk
AGENCY_1963,GUARD_69436,Haryana,EPF Registration,Missing,No,Yes,No,120,High Risk
AGENCY_1118,GUARD_73818,Uttar Pradesh,Address Proof,Verified,No,Yes,No,142,High Risk
AGENCY_3154,GUARD_56707,Punjab,GST Certificate,Submitted,No,Yes,No,301,High Risk
AGENCY_5337,GUARD_83937,Punjab,Address Proof,Verified,Yes,Yes,Yes,121,Low Risk
AGENCY_1552,GUARD_98449,Delhi,Aadhaar Card,Verified,No,No,No,272,High Risk
AGENCY_7324,GUARD_28800,Delhi,Bank Passbook,Verified,Yes,Yes,No,113,Low Risk
AGENCY_8202,GUARD_26912,Punjab,Employment Contract,Missing,No,Yes,No,227,High Risk
AGENCY_3383,GUARD_89101,Rajasthan,EPF Registration,Verified,No,No,Yes,171,High Risk
AGENCY_4565,GUARD_91759,Uttar Pradesh,Training Certificate,Missing,Yes,Yes,No,64,Medium Risk
AGENCY_9285,GUARD_29560,Uttar Pradesh,EPF Registration,Expired,Yes,No,Yes,164,High Risk
AGENCY_6092,GUARD_65645,Uttar Pradesh,PAN Card,Submitted,No,No,No,108,High Risk
AGENCY_7703,GUARD_16842,Punjab,GST Certificate,Submitted,No,Yes,No,14,High Risk
AGENCY_6512,GUARD_79821,Rajasthan,Police Verification,Verified,No,Yes,Yes,85,High Risk
AGENCY_3130,GUARD_62199,Haryana,Shop Act License,Missing,Yes,No,No,298,High Risk
AGENCY_9048,GUARD_17405,Haryana,Training Certificate,Submitted,Yes,No,No,240,High Risk
AGENCY_2265,GUARD_90939,Rajasthan,PAN Card,Missing,No,No,Yes,207,High Risk
AGENCY_9606,GUARD_25848,Rajasthan,Aadhaar Card,Expired,No,Yes,No,42,High Risk
AGENCY_3624,GUARD_17584,Haryana,EPF Registration,Missing,No,Yes,Yes,116,High Risk
AGENCY_7803,GUARD_35647,Haryana,Medical Fitness,Missing,Yes,No,No,148,High Risk
AGENCY_7750,GUARD_62862,Punjab,EPF Registration,Expired,Yes,No,Yes,246,High Risk
AGENCY_9914,GUARD_73113,Punjab,Medical Fitness,Expired,Yes,Yes,No,204,High Risk
AGENCY_4832,GUARD_25760,Delhi,Affidavit,Expired,Yes,Yes,No,20,High Risk
AGENCY_6827,GUARD_77726,Punjab,Employment Contract,Submitted,No,No,Yes,237,High Risk
AGENCY_9813,GUARD_12876,Delhi,Address Proof,Verified,Yes,No,No,0,High Risk
AGENCY_2614,GUARD_45960,Rajasthan,Affidavit,Expired,No,No,No,35,High Risk
AGENCY_9043,GUARD_79229,Uttar Pradesh,Medical Fitness,Missing,Yes,No,Yes,277,High Risk
AGENCY_3129,GUARD_24919,Uttar Pradesh,EPF Registration,Missing,Yes,No,No,209,High Risk
AGENCY_3640,GUARD_22609,Rajasthan,Employment Contract,Submitted,Yes,Yes,Yes,206,Low Risk
AGENCY_1943,GUARD_98698,Delhi,Medical Fitness,Missing,Yes,Yes,No,188,Medium Risk
AGENCY_5917,GUARD_76019,Uttar Pradesh,Medical Fitness,Expired,Yes,Yes,No,311,High Risk
AGENCY_5194,GUARD_32405,Haryana,Character Certificate,Expired,No,No,No,126,High Risk
AGENCY_6591,GUARD_41245,Uttar Pradesh,GST Certificate,Submitted,Yes,Yes,Yes,63,Low Risk
AGENCY_4999,GUARD_28503,Punjab,Affidavit,Verified,Yes,Yes,No,123,Low Risk
AGENCY_9796,GUARD_22313,Delhi,Shop Act License,Submitted,No,No,No,40,High Risk
AGENCY_4010,GUARD_83195,Delhi,Address Proof,Missing,No,Yes,Yes,143,High Risk
AGENCY_2254,GUARD_39485,Delhi,ESIC Registration,Expired,No,Yes,No,244,High Risk
AGENCY_9607,GUARD_97697,Punjab,Shop Act License,Verified,No,Yes,No,347,High Risk
AGENCY_8994,GUARD_75008,Delhi,Address Proof,Verified,No,No,No,105,High Risk
AGENCY_9630,GUARD_62251,Punjab,Medical Fitness,Submitted,No,No,Yes,343,High Risk
AGENCY_3547,GUARD_11308,Delhi,EPF Registration,Submitted,Yes,No,No,352,High Risk
AGENCY_6214,GUARD_69472,Uttar Pradesh,Address Proof,Verified,No,Yes,No,77,High Risk
AGENCY_1602,GUARD_38393,Haryana,Medical Fitness,Submitted,Yes,No,No,267,High Risk
AGENCY_8930,GUARD_57917,Uttar Pradesh,GST Certificate,Missing,Yes,Yes,No,207,Medium Risk
AGENCY_6814,GUARD_58642,Delhi,Character Certificate,Missing,No,No,No,326,High Risk
AGENCY_6753,GUARD_76539,Punjab,Employment Contract,Missing,No,No,No,31,High Risk
AGENCY_2630,GUARD_27487,Punjab,Medical Fitness,Expired,Yes,No,Yes,45,High Risk
AGENCY_3922,GUARD_46641,Rajasthan,PAN Card,Submitted,Yes,No,Yes,175,High Risk
AGENCY_6930,GUARD_43974,Punjab,Bank Passbook,Submitted,Yes,Yes,Yes,174,Low Risk
AGENCY_5199,GUARD_54412,Rajasthan,EPF Registration,Submitted,No,No,Yes,26,High Risk
AGENCY_1624,GUARD_69432,Rajasthan,Training Certificate,Verified,Yes,No,No,191,High Risk
AGENCY_6975,GUARD_80517,Rajasthan,Address Proof,Missing,Yes,No,No,356,High Risk
AGENCY_4861,GUARD_57044,Rajasthan,Address Proof,Expired,Yes,No,No,191,High Risk
AGENCY_8038,GUARD_96545,Punjab,Employment Contract,Submitted,No,Yes,Yes,125,High Risk
AGENCY_6800,GUARD_36255,Haryana,ESIC Registration,Verified,No,Yes,No,4,High Risk
AGENCY_1972,GUARD_37283,Punjab,Shop Act License,Missing,Yes,Yes,No,59,Medium Risk
AGENCY_8360,GUARD_22929,Haryana,Medical Fitness,Submitted,No,No,No,281,High Risk
AGENCY_2407,GUARD_71211,Uttar Pradesh,Character Certificate,Verified,No,No,Yes,294,High Risk
AGENCY_1516,GUARD_63666,Rajasthan,Bank Passbook,Expired,Yes,No,Yes,204,High Risk
AGENCY_8718,GUARD_82026,Punjab,Police Verification,Missing,No,Yes,Yes,108,High Risk
AGENCY_4796,GUARD_66569,Punjab,Police Verification,Submitted,No,Yes,No,5,High Risk
AGENCY_3154,GUARD_62133,Rajasthan,Police Verification,Expired,No,Yes,Yes,279,High Risk
AGENCY_5528,GUARD_31691,Delhi,Affidavit,Missing,No,No,Yes,29,High Risk
AGENCY_8794,GUARD_10643,Rajasthan,Police Verification,Expired,No,Yes,Yes,365,High Risk
AGENCY_7122,GUARD_74101,Rajasthan,EPF Registration,Expired,No,Yes,Yes,42,High Risk
AGENCY_6430,GUARD_11147,Delhi,Character Certificate,Verified,Yes,Yes,Yes,217,Low Risk
AGENCY_7203,GUARD_80495,Delhi,Employment Contract,Verified,No,No,Yes,136,High Risk
AGENCY_3754,GUARD_15863,Rajasthan,Shop Act License,Missing,No,Yes,No,254,High Risk
AGENCY_3422,GUARD_61877,Rajasthan,Address Proof,Missing,No,No,No,150,High Risk
AGENCY_7379,GUARD_13927,Punjab,Employment Contract,Expired,No,No,No,62,High Risk
AGENCY_4441,GUARD_41790,Delhi,Shop Act License,Missing,No,No,Yes,352,High Risk
AGENCY_8123,GUARD_70663,Delhi,Police Verification,Missing,No,Yes,No,44,High Risk
AGENCY_3918,GUARD_26573,Rajasthan,Affidavit,Missing,Yes,No,No,55,High Risk
AGENCY_7113,GUARD_68433,Rajasthan,Police Verification,Submitted,Yes,No,No,22,High Risk
AGENCY_7742,GUARD_23812,Rajasthan,Police Verification,Missing,No,No,Yes,21,High Risk
AGENCY_8525,GUARD_87144,Uttar Pradesh,Employment Contract,Submitted,No,Yes,Yes,264,High Risk
AGENCY_1495,GUARD_51793,Punjab,ESIC Registration,Submitted,Yes,No,Yes,135,High Risk
AGENCY_3952,GUARD_99392,Punjab,GST Certificate,Submitted,No,Yes,No,242,High Risk
AGENCY_5574,GUARD_60391,Uttar Pradesh,Shop Act License,Expired,Yes,Yes,No,363,High Risk
AGENCY_9758,GUARD_80756,Punjab,Character Certificate,Expired,No,No,No,85,High Risk
AGENCY_7266,GUARD_66420,Uttar Pradesh,Affidavit,Verified,No,Yes,Yes,196,High Risk
AGENCY_8145,GUARD_62545,Haryana,EPF Registration,Verified,No,No,No,124,High Risk
AGENCY_1569,GUARD_75764,Delhi,EPF Registration,Expired,Yes,No,No,55,High Risk
AGENCY_3112,GUARD_91037,Uttar Pradesh,Training Certificate,Expired,No,Yes,No,269,High Risk
AGENCY_4855,GUARD_35958,Delhi,Bank Passbook,Submitted,Yes,No,Yes,360,High Risk
AGENCY_8360,GUARD_72766,Uttar Pradesh,Bank Passbook,Verified,No,No,Yes,225,High Risk
AGENCY_8454,GUARD_35952,Delhi,Shop Act License,Submitted,Yes,Yes,Yes,192,Low Risk
AGENCY_7319,GUARD_51138,Rajasthan,ESIC Registration,Expired,Yes,No,No,202,High Risk
AGENCY_9350,GUARD_46474,Rajasthan,Character Certificate,Expired,No,No,No,125,High Risk
AGENCY_6948,GUARD_12018,Delhi,GST Certificate,Verified,Yes,Yes,Yes,345,Low Risk
AGENCY_8703,GUARD_41837,Delhi,Bank Passbook,Verified,No,No,No,180,High Risk
AGENCY_8122,GUARD_39821,Haryana,Police Verification,Expired,Yes,Yes,Yes,193,High Risk
AGENCY_4619,GUARD_95981,Uttar Pradesh,PAN Card,Expired,Yes,Yes,No,6,High Risk
AGENCY_4029,GUARD_28601,Haryana,Employment Contract,Expired,No,No,Yes,66,High Risk
AGENCY_5986,GUARD_61818,Rajasthan,PAN Card,Submitted,No,No,Yes,146,High Risk
AGENCY_4533,GUARD_48423,Haryana,Employment Contract,Verified,Yes,No,No,276,High Risk
AGENCY_5176,GUARD_41044,Punjab,Employment Contract,Verified,Yes,No,No,300,High Risk
AGENCY_5431,GUARD_62350,Punjab,GST Certificate,Verified,No,No,Yes,175,High Risk
AGENCY_4012,GUARD_58710,Haryana,Employment Contract,Missing,No,No,Yes,17,High Risk
AGENCY_1402,GUARD_69244,Uttar Pradesh,Medical Fitness,Verified,Yes,No,No,43,High Risk
AGENCY_8311,GUARD_24391,Rajasthan,Employment Contract,Expired,No,No,No,333,High Risk
AGENCY_4778,GUARD_17331,Haryana,Address Proof,Submitted,No,No,No,68,High Risk
AGENCY_7909,GUARD_15446,Punjab,Bank Passbook,Missing,No,Yes,No,205,High Risk
AGENCY_6148,GUARD_55930,Delhi,PAN Card,Expired,No,No,No,272,High Risk
AGENCY_2971,GUARD_31462,Uttar Pradesh,Medical Fitness,Expired,No,Yes,No,20,High Risk
AGENCY_3959,GUARD_76728,Rajasthan,Training Certificate,Submitted,Yes,Yes,No,189,Low Risk
AGENCY_3594,GUARD_35845,Uttar Pradesh,Address Proof,Verified,Yes,No,Yes,209,High Risk
AGENCY_5504,GUARD_66808,Rajasthan,Shop Act License,Submitted,Yes,Yes,No,130,Low Risk
AGENCY_4431,GUARD_95041,Rajasthan,GST Certificate,Submitted,Yes,No,No,220,High Risk
AGENCY_3664,GUARD_79280,Uttar Pradesh,Medical Fitness,Verified,No,No,Yes,168,High Risk
AGENCY_5525,GUARD_17151,Uttar Pradesh,GST Certificate,Missing,No,Yes,Yes,212,High Risk
AGENCY_3501,GUARD_73703,Haryana,Medical Fitness,Verified,Yes,No,No,323,High Risk
AGENCY_2611,GUARD_16355,Rajasthan,Aadhaar Card,Missing,No,Yes,Yes,138,High Risk
AGENCY_2764,GUARD_55474,Punjab,PAN Card,Submitted,Yes,Yes,No,358,Low Risk
AGENCY_6998,GUARD_66537,Punjab,Character Certificate,Submitted,Yes,Yes,Yes,306,Low Risk
AGENCY_9923,GUARD_80545,Haryana,PAN Card,Verified,No,No,Yes,246,High Risk
AGENCY_8026,GUARD_12516,Rajasthan,GST Certificate,Missing,No,No,No,291,High Risk
AGENCY_5679,GUARD_21415,Uttar Pradesh,GST Certificate,Missing,Yes,No,No,260,High Risk
AGENCY_9775,GUARD_73994,Punjab,Aadhaar Card,Missing,No,Yes,No,278,High Risk
AGENCY_8247,GUARD_25223,Uttar Pradesh,Police Verification,Verified,No,No,No,26,High Risk
AGENCY_8273,GUARD_60249,Haryana,Bank Passbook,Expired,No,No,Yes,123,High Risk
AGENCY_3680,GUARD_74948,Delhi,GST Certificate,Submitted,Yes,No,Yes,291,High Risk
AGENCY_2257,GUARD_38867,Delhi,Aadhaar Card,Expired,Yes,No,Yes,200,High Risk
AGENCY_6446,GUARD_42118,Uttar Pradesh,GST Certificate,Verified,Yes,No,No,285,High Risk
AGENCY_2481,GUARD_17591,Delhi,PAN Card,Expired,No,Yes,No,231,High Risk
AGENCY_8796,GUARD_82442,Uttar Pradesh,Bank Passbook,Expired,Yes,No,Yes,28,High Risk
AGENCY_2352,GUARD_76146,Punjab,GST Certificate,Expired,Yes,No,No,14,High Risk
AGENCY_2780,GUARD_64581,Uttar Pradesh,Affidavit,Verified,Yes,No,No,200,High Risk
AGENCY_6177,GUARD_99841,Haryana,PAN Card,Expired,Yes,Yes,No,63,High Risk
AGENCY_6396,GUARD_97656,Punjab,Aadhaar Card,Submitted,No,No,Yes,316,High Risk
AGENCY_6066,GUARD_36249,Delhi,Shop Act License,Expired,Yes,Yes,No,161,High Risk
AGENCY_1247,GUARD_84694,Haryana,Bank Passbook,Submitted,Yes,No,Yes,77,High Risk
AGENCY_2089,GUARD_46285,Uttar Pradesh,Medical Fitness,Submitted,Yes,No,No,177,High Risk
AGENCY_9517,GUARD_16545,Punjab,Address Proof,Verified,No,Yes,No,248,High Risk
AGENCY_6823,GUARD_45167,Haryana,Address Proof,Expired,Yes,Yes,No,130,High Risk
AGENCY_7709,GUARD_70898,Delhi,Shop Act License,Verified,Yes,No,No,242,High Risk
AGENCY_7796,GUARD_82167,Uttar Pradesh,PAN Card,Verified,No,Yes,No,300,High Risk
AGENCY_3288,GUARD_77117,Punjab,Affidavit,Expired,No,Yes,Yes,225,High Risk
AGENCY_1817,GUARD_32465,Haryana,EPF Registration,Verified,No,No,Yes,241,High Risk
AGENCY_2650,GUARD_43422,Haryana,PAN Card,Verified,Yes,No,No,160,High Risk
AGENCY_6787,GUARD_61491,Uttar Pradesh,Bank Passbook,Verified,No,No,Yes,11,High Risk
AGENCY_2533,GUARD_82689,Uttar Pradesh,ESIC Registration,Expired,No,No,No,137,High Risk
AGENCY_6438,GUARD_76040,Punjab,PAN Card,Expired,Yes,No,No,58,High Risk
AGENCY_5944,GUARD_15597,Haryana,EPF Registration,Missing,Yes,Yes,Yes,94,Medium Risk
AGENCY_7675,GUARD_54920,Haryana,Address Proof,Expired,No,No,No,4,High Risk
AGENCY_7745,GUARD_25819,Delhi,Affidavit,Submitted,No,No,No,106,High Risk
AGENCY_1885,GUARD_61111,Haryana,ESIC Registration,Expired,Yes,Yes,Yes,166,High Risk
AGENCY_8081,GUARD_75097,Delhi,Address Proof,Expired,No,No,Yes,44,High Risk
AGENCY_8566,GUARD_21524,Haryana,Affidavit,Submitted,Yes,Yes,Yes,148,Low Risk
AGENCY_8413,GUARD_22958,Rajasthan,EPF Registration,Missing,Yes,No,No,179,High Risk
AGENCY_8497,GUARD_25888,Uttar Pradesh,Training Certificate,Expired,No,No,Yes,15,High Risk
